The Quadro Galliard,,Anonymous,,GB-Lbl:British Library,ms Eg. 2046:Pickering lute book,,1616,f.4,Sarge Gerbode,Sarge Gerbode,,,,,The Quadro Galliard,,lute duet,GM,4,"lute 1:6-course, lute 2:6-course",score,,,https://lutemusic.org/facsimiles/GB-Lbl_British_Library/ms_Eg._2046_Pickering_lute_book_1616/04.png,https://lutemusic.org/composers/Lute_ensemble/Anon/quadro_galliard/quadro_galliard.ft3,https://lutemusic.org/composers/Lute_ensemble/Anon/quadro_galliard/pdf/quadro_galliard.pdf,https://lutemusic.org/composers/Lute_ensemble/Anon/quadro_galliard/midi/quadro_galliard.mid,1573937420,1588630202
The Quadro Galliard,,Anonymous,,GB-Lbl:British Library,ms Eg. 2046:Pickering lute book,,1616,f.4,Sarge Gerbode,Sarge Gerbode,,,,,The Quadro Galliard,,lute duet,GM,4,"lute 1:6-course, lute 2:6-course",lute 1,,,https://lutemusic.org/facsimiles/GB-Lbl_British_Library/ms_Eg._2046_Pickering_lute_book_1616/04.png,https://lutemusic.org/composers/Lute_ensemble/Anon/quadro_galliard/quadro_galliard_1.ft3,https://lutemusic.org/composers/Lute_ensemble/Anon/quadro_galliard/pdf/quadro_galliard_1.pdf,https://lutemusic.org/composers/Lute_ensemble/Anon/quadro_galliard/midi/quadro_galliard_1.mid,1573937420,1588630202
The Quadro Galliard,,Anonymous,,GB-Lbl:British Library,ms Eg. 2046:Pickering lute book,,1616,f.4,Sarge Gerbode,Sarge Gerbode,,,,,The Quadro Galliard,,lute duet,GM,4,"lute 1:6-course, lute 2:6-course",lute 2,,,https://lutemusic.org/facsimiles/GB-Lbl_British_Library/ms_Eg._2046_Pickering_lute_book_1616/04.png,https://lutemusic.org/composers/Lute_ensemble/Anon/quadro_galliard/quadro_galliard_2.ft3,https://lutemusic.org/composers/Lute_ensemble/Anon/quadro_galliard/pdf/quadro_galliard_2.pdf,https://lutemusic.org/composers/Lute_ensemble/Anon/quadro_galliard/midi/quadro_galliard_2.mid,1573937420,1588630202
Mounsieurs almain,Duet,Daniel Bacheler,,GB-Cu:Cambridge University Library,Dd.3.18,,1600,f.35v,Sarge Gerbode,Sarge Gerbode,,,,,Mounsiers allemande duet,,lute duet,GM,4,"8-course, 6-course",score,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/Dd.3.18_1600/35v.png,https://lutemusic.org/composers/Lute_ensemble/Bacheler/mounsiers_almain/mounsieurs_almain_duet.ft3,https://lutemusic.org/composers/Lute_ensemble/Bacheler/mounsiers_almain/pdf/mounsieurs_almain_duet.pdf,https://lutemusic.org/composers/Lute_ensemble/Bacheler/mounsiers_almain/midi/mounsieurs_almain_duet.mid,1573937420,1658865904
Mounsieurs almain,Duet,Daniel Bacheler,,GB-Cu:Cambridge University Library,Dd.3.18,,1600,f.35v,Sarge Gerbode,Sarge Gerbode,,,,,Mounsiers Allemande ground,,lute duet,GM,3,"8-course, 6-course",8-course,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/Dd.3.18_1600/35v.png,https://lutemusic.org/composers/Lute_ensemble/Bacheler/mounsiers_almain/mounsieurs_almain_ground_a.ft3,https://lutemusic.org/composers/Lute_ensemble/Bacheler/mounsiers_almain/pdf/mounsieurs_almain_ground_a.pdf,https://lutemusic.org/composers/Lute_ensemble/Bacheler/mounsiers_almain/midi/mounsieurs_almain_ground_a.mid,1573937420,1658865904
Mounsieurs almain,Duet,Daniel Bacheler,,GB-Cu:Cambridge University Library,Dd.3.18,,1600,f.35v,Sarge Gerbode,Sarge Gerbode,,,,,Mounsiers Allemande ground,,lute duet,GM,4,"8-course, 6-course",8-course,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/Dd.3.18_1600/35v.png,https://lutemusic.org/composers/Lute_ensemble/Bacheler/mounsiers_almain/mounsieurs_almain_ground_b.ft3,https://lutemusic.org/composers/Lute_ensemble/Bacheler/mounsiers_almain/pdf/mounsieurs_almain_ground_b.pdf,https://lutemusic.org/composers/Lute_ensemble/Bacheler/mounsiers_almain/midi/mounsieurs_almain_ground_b.mid,1573937420,1658865904
Mounsieurs almain,Duet,Daniel Bacheler,,GB-Cu:Cambridge University Library,Dd.3.18,,1600,f.35v,Sarge Gerbode,Sarge Gerbode,,,,,Mounsiers Allemande ground,,lute duet,GM,4,"8-course, 6-course",8-course,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/Dd.3.18_1600/35v.png,https://lutemusic.org/composers/Lute_ensemble/Bacheler/mounsiers_almain/mounsieurs_almain_ground_P.ft3,https://lutemusic.org/composers/Lute_ensemble/Bacheler/mounsiers_almain/pdf/mounsieurs_almain_ground_P.pdf,https://lutemusic.org/composers/Lute_ensemble/Bacheler/mounsiers_almain/midi/mounsieurs_almain_ground_P.mid,1573937420,1658865904
Mounsieurs almain,Duet,Daniel Bacheler,,GB-Cu:Cambridge University Library,Dd.3.18,,1600,f.35v,Sarge Gerbode,Sarge Gerbode,,,,,Mounsiers Allemande treble,,lute duet,GM,4,"8-course, 6-course",6-course,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/Dd.3.18_1600/35v.png,https://lutemusic.org/composers/Lute_ensemble/Bacheler/mounsiers_almain/mounsieurs_almain_treble.ft3,https://lutemusic.org/composers/Lute_ensemble/Bacheler/mounsiers_almain/pdf/mounsieurs_almain_treble.pdf,https://lutemusic.org/composers/Lute_ensemble/Bacheler/mounsiers_almain/midi/mounsieurs_almain_treble.mid,1573937420,1658865904
Mounsieurs almain,Duet,Daniel Bacheler,,GB-Cu:Cambridge University Library,Dd.3.18,,1600,f.35v,Sarge Gerbode,Sarge Gerbode,,,,,Mounsiers Allemande treble,,lute duet,GM,4,"8-course, 6-course",6-course,,,https://lutemusic.org/facsimiles/GB-Cu_Cambridge_University_Library/Dd.3.18_1600/35v.png,https://lutemusic.org/composers/Lute_ensemble/Bacheler/mounsiers_almain/mounsieurs_almain_treble_P.ft3,https://lutemusic.org/composers/Lute_ensemble/Bacheler/mounsiers_almain/pdf/mounsieurs_almain_treble_P.pdf,https://lutemusic.org/composers/Lute_ensemble/Bacheler/mounsiers_almain/midi/mounsieurs_almain_treble_P.mid,1573937420,1658865904
10. What you will,Sir John Philpot's Delight,Thomas Ford,,Thomas Ford,Musicke of sundrie kindes,,1607,f.k2va,Sarge Gerbode,Sarge Gerbode,Sarge Gerbode,,,,10. What you will,,lute duet,BbM,3,"lute 1:8-course, lute 2:8-course",score,,,,https://lutemusic.org/composers/Lute_ensemble/Ford/musicke_of_sundrie_kindes_v_2_1607/10_what_you_will/10_what_you_will_lutes.ft3,https://lutemusic.org/composers/Lute_ensemble/Ford/musicke_of_sundrie_kindes_v_2_1607/10_what_you_will/pdf/10_what_you_will_lutes.pdf,https://lutemusic.org/composers/Lute_ensemble/Ford/musicke_of_sundrie_kindes_v_2_1607/10_what_you_will/midi/10_what_you_will_lutes.mid,1573937421,1658688191
10. What you will,Sir John Philpot's Delight,Thomas Ford,,Thomas Ford,Musicke of sundrie kindes,,1607,f.k2va,Sarge Gerbode,Sarge Gerbode,Sarge Gerbode,,,,10. What you will,,lute duet,BbM,3,"lute 1:8-course, lute 2:8-course",lute 1,,,,https://lutemusic.org/composers/Lute_ensemble/Ford/musicke_of_sundrie_kindes_v_2_1607/10_what_you_will/10_what_you_will_lute_1.ft3,https://lutemusic.org/composers/Lute_ensemble/Ford/musicke_of_sundrie_kindes_v_2_1607/10_what_you_will/pdf/10_what_you_will_lute_1.pdf,https://lutemusic.org/composers/Lute_ensemble/Ford/musicke_of_sundrie_kindes_v_2_1607/10_what_you_will/midi/10_what_you_will_lute_1.mid,1573937421,1658688217
10. What you will,Sir John Philpot's Delight,Thomas Ford,,Thomas Ford,Musicke of sundrie kindes,,1607,f.k2va,Sarge Gerbode,Sarge Gerbode,Sarge Gerbode,,,,10. What you will,,lute duet,BbM,3,"lute 1:8-course, lute 2:8-course",lute 2,,,,https://lutemusic.org/composers/Lute_ensemble/Ford/musicke_of_sundrie_kindes_v_2_1607/10_what_you_will/10_what_you_will_lute_2.ft3,https://lutemusic.org/composers/Lute_ensemble/Ford/musicke_of_sundrie_kindes_v_2_1607/10_what_you_will/pdf/10_what_you_will_lute_2.pdf,https://lutemusic.org/composers/Lute_ensemble/Ford/musicke_of_sundrie_kindes_v_2_1607/10_what_you_will/midi/10_what_you_will_lute_2.mid,1573937421,1658688209
10. What you will,Sir John Philpot's Delight,Thomas Ford,,Thomas Ford,Musicke of sundrie kindes,,1607,f.k2va,Sarge Gerbode,Sarge Gerbode,Sarge Gerbode,,,,10. What you will,,viol duet,BbM,3,"viol 1:bass viol, viol 2:bass viol",score,,,,https://lutemusic.org/composers/Lute_ensemble/Ford/musicke_of_sundrie_kindes_v_2_1607/10_what_you_will/10_what_you_will_viols.ft3,https://lutemusic.org/composers/Lute_ensemble/Ford/musicke_of_sundrie_kindes_v_2_1607/10_what_you_will/pdf/10_what_you_will_viols.pdf,https://lutemusic.org/composers/Lute_ensemble/Ford/musicke_of_sundrie_kindes_v_2_1607/10_what_you_will/midi/10_what_you_will_viols.mid,1573937421,1658688146
10. What you will,Sir John Philpot's Delight,Thomas Ford,,Thomas Ford,Musicke of sundrie kindes,,1607,f.k2va,Sarge Gerbode,Sarge Gerbode,Sarge Gerbode,,,,10. What you will,,viol duet,BbM,3,"viol 1:bass viol, viol 2:bass viol",viol 1,,,,https://lutemusic.org/composers/Lute_ensemble/Ford/musicke_of_sundrie_kindes_v_2_1607/10_what_you_will/10_what_you_will_viol_1.ft3,https://lutemusic.org/composers/Lute_ensemble/Ford/musicke_of_sundrie_kindes_v_2_1607/10_what_you_will/pdf/10_what_you_will_viol_1.pdf,https://lutemusic.org/composers/Lute_ensemble/Ford/musicke_of_sundrie_kindes_v_2_1607/10_what_you_will/midi/10_what_you_will_viol_1.mid,1573937421,1658688173
10. What you will,Sir John Philpot's Delight,Thomas Ford,,Thomas Ford,Musicke of sundrie kindes,,1607,f.k2va,Sarge Gerbode,Sarge Gerbode,Sarge Gerbode,,,,10. What you will,,viol duet,BbM,3,"viol 1:bass viol, viol 2:bass viol",viol 2,,,,https://lutemusic.org/composers/Lute_ensemble/Ford/musicke_of_sundrie_kindes_v_2_1607/10_what_you_will/10_what_you_will_viol_2.ft3,https://lutemusic.org/composers/Lute_ensemble/Ford/musicke_of_sundrie_kindes_v_2_1607/10_what_you_will/pdf/10_what_you_will_viol_2.pdf,https://lutemusic.org/composers/Lute_ensemble/Ford/musicke_of_sundrie_kindes_v_2_1607/10_what_you_will/midi/10_what_you_will_viol_2.mid,1573937421,1658688157
A merry conceit,,Tobias Hume,,Tobias Hume,Poeticall Musicke,,1607,f.b2v,Sarge Gerbode,Sarge Gerbode,Sarge Gerbode,,,,A merry conceit,,lute duet,GM,3,"lute 1:6-course, lute 2:6-course",score,,,https://lutemusic.org/facsimiles/HumeT/Poeticall_Musicke_1607/b2v.png,https://lutemusic.org/composers/Lute_ensemble/Hume/a_merry_conceit/a_merry_conceit.ft3,https://lutemusic.org/composers/Lute_ensemble/Hume/a_merry_conceit/pdf/a_merry_conceit.pdf,https://lutemusic.org/composers/Lute_ensemble/Hume/a_merry_conceit/midi/a_merry_conceit.mid,1573937421,1658689122
A merry conceit,,Tobias Hume,,Tobias Hume,Poeticall Musicke,,1607,f.b2v,Sarge Gerbode,Sarge Gerbode,Sarge Gerbode,,,,A merry conceit,,lute duet,GM,3,"lute 1:6-course, lute 2:6-course",lute 1,,,https://lutemusic.org/facsimiles/HumeT/Poeticall_Musicke_1607/b2v.png,https://lutemusic.org/composers/Lute_ensemble/Hume/a_merry_conceit/a_merry_conceit_1.ft3,https://lutemusic.org/composers/Lute_ensemble/Hume/a_merry_conceit/pdf/a_merry_conceit_1.pdf,https://lutemusic.org/composers/Lute_ensemble/Hume/a_merry_conceit/midi/a_merry_conceit_1.mid,1573937421,1658690082
A merry conceit,,Tobias Hume,,Tobias Hume,Poeticall Musicke,,1607,f.b2v,Sarge Gerbode,Sarge Gerbode,Sarge Gerbode,,,,A merry conceit,,lute duet,GM,3,"lute 1:6-course, lute 2:6-course",lute 2,,,https://lutemusic.org/facsimiles/HumeT/Poeticall_Musicke_1607/b2v.png,https://lutemusic.org/composers/Lute_ensemble/Hume/a_merry_conceit/a_merry_conceit_2.ft3,https://lutemusic.org/composers/Lute_ensemble/Hume/a_merry_conceit/pdf/a_merry_conceit_2.pdf,https://lutemusic.org/composers/Lute_ensemble/Hume/a_merry_conceit/midi/a_merry_conceit_2.mid,1573937421,1658690056
Music and mirth,The Lady Hatton's Delight,Tobias Hume,,Tobias Hume,Poeticall Musicke,,1607,f.c2v,Sarge Gerbode,Sarge Gerbode,Sarge Gerbode,,,,Music and mirth,,lute duet,DM,3,"lute 1:6-course, lute 2:6-course",score,,,https://lutemusic.org/facsimiles/HumeT/Poeticall_Musicke_1607/c2v.png,https://lutemusic.org/composers/Lute_ensemble/Hume/music_and_mirth/music_and_mirth.ft3,https://lutemusic.org/composers/Lute_ensemble/Hume/music_and_mirth/pdf/music_and_mirth.pdf,https://lutemusic.org/composers/Lute_ensemble/Hume/music_and_mirth/midi/music_and_mirth.mid,1573937421,1658690175
Music and mirth,The Lady Hatton's Delight,Tobias Hume,,Tobias Hume,Poeticall Musicke,,1607,f.c2v,Sarge Gerbode,Sarge Gerbode,Sarge Gerbode,,,,Music and mirth,,lute duet,DM,3,"lute 1:6-course, lute 2:6-course",lute 1,,,https://lutemusic.org/facsimiles/HumeT/Poeticall_Musicke_1607/c2v.png,https://lutemusic.org/composers/Lute_ensemble/Hume/music_and_mirth/music_and_mirth_1.ft3,https://lutemusic.org/composers/Lute_ensemble/Hume/music_and_mirth/pdf/music_and_mirth_1.pdf,https://lutemusic.org/composers/Lute_ensemble/Hume/music_and_mirth/midi/music_and_mirth_1.mid,1573937421,1658690204
Music and mirth,The Lady Hatton's Delight,Tobias Hume,,Tobias Hume,Poeticall Musicke,,1607,f.c2v,Sarge Gerbode,Sarge Gerbode,Sarge Gerbode,,,,Music and mirth,,lute duet,DM,3,"lute 1:6-course, lute 2:6-course",lute 2,,,https://lutemusic.org/facsimiles/HumeT/Poeticall_Musicke_1607/c2v.png,https://lutemusic.org/composers/Lute_ensemble/Hume/music_and_mirth/music_and_mirth_2.ft3,https://lutemusic.org/composers/Lute_ensemble/Hume/music_and_mirth/pdf/music_and_mirth_2.pdf,https://lutemusic.org/composers/Lute_ensemble/Hume/music_and_mirth/midi/music_and_mirth_2.mid,1573937421,1658690193
284. Good night and good rest,,John Johnson,,IRL-Dm:Archbishop Marsh's Library,ms z.3.2.13:Marsh lute book,,c.1610,p.27,Sarge Gerbode,Sarge Gerbode,,,,,284. Good night and good rest,,galliard,BbM,3,"treble:6-course, ground:6-course",score,,,https://lutemusic.org/facsimiles/IRL-Dm_Archbishop_Marsh_s_Library/ms_z.3.2.13_Marsh_lute_book_c.1610/027.png,https://lutemusic.org/composers/Lute_ensemble/JJohnson/good_night_and_good_rest/marsh_lute_book_version/good_night_and_good_rest_duet_marsh_jjohnson.ft3,https://lutemusic.org/composers/Lute_ensemble/JJohnson/good_night_and_good_rest/marsh_lute_book_version/pdf/good_night_and_good_rest_duet_marsh_jjohnson.pdf,https://lutemusic.org/composers/Lute_ensemble/JJohnson/good_night_and_good_rest/marsh_lute_book_version/midi/good_night_and_good_rest_duet_marsh_jjohnson.mid,1573937422,1588630203
284. Good night and good rest,,John Johnson,,IRL-Dm:Archbishop Marsh's Library,ms z.3.2.13:Marsh lute book,,c.1610,p.158,Sarge Gerbode,Sarge Gerbode,,,,,284. Good night and good rest,,galliard,BbM,3,"treble:6-course, ground:6-course",treble,,,https://lutemusic.org/facsimiles/IRL-Dm_Archbishop_Marsh_s_Library/ms_z.3.2.13_Marsh_lute_book_c.1610/158.png,https://lutemusic.org/composers/Lute_ensemble/JJohnson/good_night_and_good_rest/marsh_lute_book_version/good_night_and_good_rest_treble_marsh_jjohnson.ft3,https://lutemusic.org/composers/Lute_ensemble/JJohnson/good_night_and_good_rest/marsh_lute_book_version/pdf/good_night_and_good_rest_treble_marsh_jjohnson.pdf,https://lutemusic.org/composers/Lute_ensemble/JJohnson/good_night_and_good_rest/marsh_lute_book_version/midi/good_night_and_good_rest_treble_marsh_jjohnson.mid,1573937422,1588630203
17. Lavecchia galliard,Duet,John Johnson,,GB-Lbl:British Library,ms Eg. 2046:Pickering lute book,,1616,f.4b,Sarge Gerbode,Sarge Gerbode,,,,,Lavecha Galliard,,"lute duet, galliard",GM,3,"lute 1:6-course, lute 2:6-course",score,,,https://lutemusic.org/facsimiles/GB-Lbl_British_Library/ms_Eg._2046_Pickering_lute_book_1616/04.png,https://lutemusic.org/composers/Lute_ensemble/JJohnson/lavecchia_galliard/17_lavecchia_galliard_duet.ft3,https://lutemusic.org/composers/Lute_ensemble/JJohnson/lavecchia_galliard/pdf/17_lavecchia_galliard_duet.pdf,https://lutemusic.org/composers/Lute_ensemble/JJohnson/lavecchia_galliard/midi/17_lavecchia_galliard_duet.mid,1642561162,1658865905
La vecchia pavane,,John Johnson,,US-NH:Yale University Music Library,Music_deposit_1_Wickhambrook_lute_ms,,1595,f.15v,Sarge Gerbode,Sarge Gerbode,,,,,La vecchia pavane duet,,"lute duet, pavane",GM,3,"lute 1:6-course, lute 2:6-course",score,,,https://lutemusic.org/facsimiles/US-NH_Yale_University_Music_Library/Music_deposit_1_Wickhambrook_lute_ms_1595/15v.png,https://lutemusic.org/composers/Lute_ensemble/JJohnson/lavecchia_pavan/wickhambrook/la_vecchia_pavan_duet.ft3,https://lutemusic.org/composers/Lute_ensemble/JJohnson/lavecchia_pavan/wickhambrook/pdf/la_vecchia_pavan_duet.pdf,https://lutemusic.org/composers/Lute_ensemble/JJohnson/lavecchia_pavan/wickhambrook/midi/la_vecchia_pavan_duet.mid,1642549962,1656866795
The leaves be green,,John Johnson,,GB-Lbl:British Library,ms Eg. 2046:Pickering lute book,,1616,f.14v,Sarge Gerbode,Sarge Gerbode,,,,,The leaves be green,,lute duet,Gm,3,"lute 1:6-course, lute 2:6-course",score,,,https://lutemusic.org/facsimiles/GB-Lbl_British_Library/ms_Eg._2046_Pickering_lute_book_1616/14v.png,https://lutemusic.org/composers/Lute_ensemble/JJohnson/leaves_be_green/leaves_be_green.ft3,https://lutemusic.org/composers/Lute_ensemble/JJohnson/leaves_be_green/pdf/leaves_be_green.pdf,https://lutemusic.org/composers/Lute_ensemble/JJohnson/leaves_be_green/midi/leaves_be_green.mid,1573937422,1588630203
The leaves be green,,John Johnson,,GB-Lbl:British Library,ms Eg. 2046:Pickering lute book,,1616,f.14v,Sarge Gerbode,Sarge Gerbode,,,,,The leaves be green,,lute duet,Gm,3,"lute 1:6-course, lute 2:6-course",lute 1,,,https://lutemusic.org/facsimiles/GB-Lbl_British_Library/ms_Eg._2046_Pickering_lute_book_1616/14v.png,https://lutemusic.org/composers/Lute_ensemble/JJohnson/leaves_be_green/leaves_be_green_1.ft3,https://lutemusic.org/composers/Lute_ensemble/JJohnson/leaves_be_green/pdf/leaves_be_green_1.pdf,https://lutemusic.org/composers/Lute_ensemble/JJohnson/leaves_be_green/midi/leaves_be_green_1.mid,1573937422,1588630203
The leaves be green,,John Johnson,,GB-Lbl:British Library,ms Eg. 2046:Pickering lute book,,1616,f.14v,Sarge Gerbode,Sarge Gerbode,,,,,The leaves be green,,lute duet,Gm,3,"lute 1:6-course, lute 2:6-course",lute 2,,,https://lutemusic.org/facsimiles/GB-Lbl_British_Library/ms_Eg._2046_Pickering_lute_book_1616/14v.png,https://lutemusic.org/composers/Lute_ensemble/JJohnson/leaves_be_green/leaves_be_green_2.ft3,https://lutemusic.org/composers/Lute_ensemble/JJohnson/leaves_be_green/pdf/leaves_be_green_2.pdf,https://lutemusic.org/composers/Lute_ensemble/JJohnson/leaves_be_green/midi/leaves_be_green_2.mid,1573937422,1588630203
The new hunt's up duet,,John Johnson,,GB-Lspencer:Private Library of Robert Spencer,Margaret Board lute book,,1625,f.2vb,Sarge Gerbode,Sarge Gerbode,,,,,The hunt is up,,lute duet,CM,3,"8-course, 6-course",score,,,https://lutemusic.org/facsimiles/GB-Lspencer_Private_Library_of_Robert_Spencer/Margaret_Board_lute_book_1625/02v.png,https://lutemusic.org/composers/Lute_ensemble/JJohnson/new_hunts_up/new_hunts_up.ft3,https://lutemusic.org/composers/Lute_ensemble/JJohnson/new_hunts_up/pdf/new_hunts_up.pdf,https://lutemusic.org/composers/Lute_ensemble/JJohnson/new_hunts_up/midi/new_hunts_up.mid,1573937422,1658865905
8. The new hunt's up duet,,John Johnson,,GB-Lspencer:Private Library of Robert Spencer,Margaret Board lute book,,1625,f.2vb,Sarge Gerbode,Sarge Gerbode,,,,,The hunt is up,,lute duet,CM,3,"lute 1:6-course, lute 2:6-course",lute 1,,,https://lutemusic.org/facsimiles/GB-Lspencer_Private_Library_of_Robert_Spencer/Margaret_Board_lute_book_1625/02v.png,https://lutemusic.org/composers/Lute_ensemble/JJohnson/new_hunts_up/new_hunts_up_1.ft3,https://lutemusic.org/composers/Lute_ensemble/JJohnson/new_hunts_up/pdf/new_hunts_up_1.pdf,https://lutemusic.org/composers/Lute_ensemble/JJohnson/new_hunts_up/midi/new_hunts_up_1.mid,1573937422,1658865905
8. The new hunt's up duet,,John Johnson,,GB-Lspencer:Private Library of Robert Spencer,Margaret Board lute book,,1625,f.2vb,Sarge Gerbode,Sarge Gerbode,,,,,The hunt is up,,lute duet,CM,3,"lute 1:6-course, lute 2:6-course",lute 2,,,https://lutemusic.org/facsimiles/GB-Lspencer_Private_Library_of_Robert_Spencer/Margaret_Board_lute_book_1625/02v.png,https://lutemusic.org/composers/Lute_ensemble/JJohnson/new_hunts_up/new_hunts_up_2.ft3,https://lutemusic.org/composers/Lute_ensemble/JJohnson/new_hunts_up/pdf/new_hunts_up_2.pdf,https://lutemusic.org/composers/Lute_ensemble/JJohnson/new_hunts_up/midi/new_hunts_up_2.mid,1573937422,1658865905
Echo almain,Duet,Francis Pilkington,,GB-AB:National Library of Wales,ms 1G i.27:Brogyntyn lute book,,1595,f.30,Sarge Gerbode,Sarge Gerbode,,,,,Echo for two lutes,,lute duet,GM,3,"lute 1:6-course, lute 2:6-course",score,,,https://lutemusic.org/facsimiles/GB-AB_National_Library_of_Wales/ms_1G_i.27_Brogyntyn_lute_book_1595/030.png,https://lutemusic.org/composers/Lute_ensemble/Pilkington/eccho.ft3,https://lutemusic.org/composers/Lute_ensemble/Pilkington/pdf/eccho.pdf,https://lutemusic.org/composers/Lute_ensemble/Pilkington/midi/eccho.mid,1573937423,1658865906
Echo almain,Duet,Francis Pilkington,,GB-AB:National Library of Wales,ms 1G i.27:Brogyntyn lute book,,1595,f.30,Sarge Gerbode,Sarge Gerbode,,,,,Echo for two lutes,,lute duet,GM,3,"lute 1:6-course, lute 2:6-course",lute 1,,,https://lutemusic.org/facsimiles/GB-AB_National_Library_of_Wales/ms_1G_i.27_Brogyntyn_lute_book_1595/030.png,https://lutemusic.org/composers/Lute_ensemble/Pilkington/eccho_1.ft3,https://lutemusic.org/composers/Lute_ensemble/Pilkington/pdf/eccho_1.pdf,https://lutemusic.org/composers/Lute_ensemble/Pilkington/midi/eccho_1.mid,1573937423,1658865906
Echo almain,Duet,Francis Pilkington,,GB-AB:National Library of Wales,ms 1G i.27:Brogyntyn lute book,,1595,f.30,Sarge Gerbode,Sarge Gerbode,,,,,Echo for two lutes,,lute duet,GM,3,"lute 1:6-course, lute 2:6-course",lute 2,,,https://lutemusic.org/facsimiles/GB-AB_National_Library_of_Wales/ms_1G_i.27_Brogyntyn_lute_book_1595/030.png,https://lutemusic.org/composers/Lute_ensemble/Pilkington/eccho_2.ft3,https://lutemusic.org/composers/Lute_ensemble/Pilkington/pdf/eccho_2.pdf,https://lutemusic.org/composers/Lute_ensemble/Pilkington/midi/eccho_2.mid,1573937423,1658865906
Plaine song duet,,Thomas Robinson,,Thomas Robinson,Schoole of Musicke,,1603,f.e1v,Sarge Gerbode,Sarge Gerbode,,,,,A Plaine Song,,lute duet,Gm,3,"lute 1:6-course, lute 2:6-course",score,,,https://lutemusic.org/facsimiles/RobinsonT/Schoole_of_Musicke_1603/e1v.png,https://lutemusic.org/composers/Lute_ensemble/Robinson/plaine_song/plaine_song.ft3,https://lutemusic.org/composers/Lute_ensemble/Robinson/plaine_song/pdf/plaine_song.pdf,https://lutemusic.org/composers/Lute_ensemble/Robinson/plaine_song/midi/plaine_song.mid,1573937423,1658865906
Plaine song duet,,Thomas Robinson,,Thomas Robinson,Schoole of Musicke,,1603,f.e1v,Sarge Gerbode,Sarge Gerbode,,,,,A Plaine Song,,lute duet,Gm,3,"lute 1:6-course, lute 2:6-course",lute 1,,,https://lutemusic.org/facsimiles/RobinsonT/Schoole_of_Musicke_1603/e1v.png,https://lutemusic.org/composers/Lute_ensemble/Robinson/plaine_song/plaine_song_1.ft3,https://lutemusic.org/composers/Lute_ensemble/Robinson/plaine_song/pdf/plaine_song_1.pdf,https://lutemusic.org/composers/Lute_ensemble/Robinson/plaine_song/midi/plaine_song_1.mid,1573937423,1658865906
Plaine song duet,,Thomas Robinson,,Thomas Robinson,Schoole of Musicke,,1603,f.e1v,Sarge Gerbode,Sarge Gerbode,,,,,A Plaine Song,,lute duet,Gm,3,"lute 1:6-course, lute 2:6-course",lute 2,,,https://lutemusic.org/facsimiles/RobinsonT/Schoole_of_Musicke_1603/e1v.png,https://lutemusic.org/composers/Lute_ensemble/Robinson/plaine_song/plaine_song_2.ft3,https://lutemusic.org/composers/Lute_ensemble/Robinson/plaine_song/pdf/plaine_song_2.pdf,https://lutemusic.org/composers/Lute_ensemble/Robinson/plaine_song/midi/plaine_song_2.mid,1573937423,1658865906
Fantasia chromatica,Arranged as a lute duet by Andr� Nieuwlaat,Jan P. Sweelinck,,Andr� Nieuwlaat,Private communication,,2021,,Sarge Gerbode,Andr� Nieuwlaat,,,,,,,"fantasia, lute duet",Am,4,"6-course, d lute",d lute,,,,https://lutemusic.org/composers/Lute_ensemble/SweelinckJ/chromatic_fantasia_c1600/chromatic_fantasia_sweelinckJ_d_lute.ft3,https://lutemusic.org/composers/Lute_ensemble/SweelinckJ/chromatic_fantasia_c1600/pdf/chromatic_fantasia_sweelinckJ_d_lute.pdf,https://lutemusic.org/composers/Lute_ensemble/SweelinckJ/chromatic_fantasia_c1600/midi/chromatic_fantasia_sweelinckJ_d_lute.mid,1638722275,1642026590
Fantasia chromatica,Arranged as a lute duet by Andr� Nieuwlaat,Jan P. Sweelinck,,Andr� Nieuwlaat,Private communication,,2021,,Sarge Gerbode,Andr� Nieuwlaat,,,,,,,"fantasia, lute duet",Am,4,"6-course, d lute",6-course,,,,https://lutemusic.org/composers/Lute_ensemble/SweelinckJ/chromatic_fantasia_c1600/chromatic_fantasia_sweelinckJ_g_lute.ft3,https://lutemusic.org/composers/Lute_ensemble/SweelinckJ/chromatic_fantasia_c1600/pdf/chromatic_fantasia_sweelinckJ_g_lute.pdf,https://lutemusic.org/composers/Lute_ensemble/SweelinckJ/chromatic_fantasia_c1600/midi/chromatic_fantasia_sweelinckJ_g_lute.mid,1638722275,1642026590
